24.0,1,2,3,4,5,6
25.0,1,2,3,4,5,6
26.0,1,2,3,4,5,6
27.0,1,2,3,4,5,6
28.0,1,2,3,4,5,6
29.0,1,2,3,4,5,6
30.0,1,2,3,4,5,6
31.0,1,2,3,4,5,6
32.0,1,2,3,4,5,6
33.0,1,2,3,4,5,6
34.0,1,2,3,4,5,6
35.0,1,2,3,4,5,6
36.0,1,2,3,4,5,6
37.0,1,2,3,4,5,6
38.0,1,2,3,4,5,6
39.0,1,2,3,4,5,6
40.0,1,2,3,4,5,6
41.0,1,2,3,4,5,6
42.0,1,2,3,4,5,6
43.0,1,2,3,4,5,6
44.0,1,2,3,4,5,6
45.0,1,2,3,4,5,6
50.0,1,2,3,4,5,6
55.0,1,2,3,4,5,6
60.0,1,2,3,4,5,6
65.0,1,2,3,4,5,6
70.0,1,2,3,4,5,6
75.0,1,2,3,4,5,6
80.0,1,2,3,4,5,6
85.0,1,2,3,4,5,6
90.0,1,2,3,4,5,6
100.0,1,2,3,4,5,6
110.0,1,2,3,4,5,6
120.0,1,2,3,4,5,6
130.0,1,2,3,4,5,6
140.0,1,2,3,4,5,6
